,Nombre,Marca,Coste,Género,Url,web_origen
17,"
Archive Print Platform Chuck Taylor All Star High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/archive-print-platform-chuck-taylor-all-star-high-top/570915MP.html?lang=es_ES,converse.com
18,"
My Story Platform Chuck Taylor All Star High Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/my-story-platform-chuck-taylor-all-star-high-top/571084MP.html?lang=es_ES,converse.com
19,"
Tundra Print Chuck Taylor All Star High Top Shoe
			        ",Converse,"
75,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/tundra-print-chuck-taylor-all-star-high-top-shoe/571080MP.html?lang=es_ES,converse.com
20,"
Converse x Kim Jones Chuck 70 High Top
			        ",Converse,"
160,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/regular/converse-x-kim-jones-chuck-70-high-top/171258C_100.html?lang=es_ES,converse.com
21,"
Converse x Kim Jones Chuck 70 High Top
			        ",Converse,"
160,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/regular/converse-x-kim-jones-chuck-70-high-top/171257C_100.html?lang=es_ES,converse.com
22,"
Festival Platform Chuck Taylor All Star High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/festival-platform-chuck-taylor-all-star-high-top/570969MP.html?lang=es_ES,converse.com
23,"
Festival Platform Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/festival-platform-chuck-taylor-all-star-low-top/570970MP.html?lang=es_ES,converse.com
24,"
Floral Print Chuck 70 High Top
			        ",Converse,"
95,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/floral-print-chuck-70-high-top/570917MP.html?lang=es_ES,converse.com
25,"
Floral Print Chuck Taylor All Star High Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/floral-print-chuck-taylor-all-star-high-top/570919MP.html?lang=es_ES,converse.com
26,"
Custom Chuck Taylor All Star Floral Embroidery High Top
			        ",Converse,"
95,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-floral-embroidery-high-top/163038CSU21_sunflower.html?lang=es_ES,converse.com
27,"
Custom Chuck Taylor All Star Floral Embroidery Low Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-floral-embroidery-low-top/163037CSU21_daisy.html?lang=es_ES,converse.com
28,"
Custom Chuck Taylor All Star Floral Embroidery High Top
			        ",Converse,"
95,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-floral-embroidery-high-top/163038CSU21_daisy.html?lang=es_ES,converse.com
29,"
Custom Chuck Taylor All Star Floral Embroidery Low Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-floral-embroidery-low-top/163037CSU21_poppy.html?lang=es_ES,converse.com
30,"
Converse Color Chuck Taylor All Star High Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-chuck-taylor-all-star-high-top/170463MP.html?lang=es_ES,converse.com
31,"
Converse Color Chuck Taylor All Star Low Top
			        ",Converse,"
65,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-chuck-taylor-all-star-low-top/170157MP.html?lang=es_ES,converse.com
32,"
Custom Chuck Taylor All Star High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-high-top/152620CSU21Prints_crystal.html?lang=es_ES,converse.com
33,"
Custom Chuck Taylor All Star High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-high-top/152620CSU21Prints_glacial.html?lang=es_ES,converse.com
34,"
Custom Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-low-top/152621CSU21Prints_crystal.html?lang=es_ES,converse.com
35,"
Custom Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-low-top/152621CSU21Prints_glacial.html?lang=es_ES,converse.com
36,"
Converse Color Run Star Hike High Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-run-star-hike-high-top/170441MP.html?lang=es_ES,converse.com
37,"
Converse Color Run Star Hike Low Top
			        ",Converse,"
100,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-run-star-hike-low-top/170442MP.html?lang=es_ES,converse.com
38,"
Converse Color Run Star Hike High Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-run-star-hike-high-top/170777MP.html?lang=es_ES,converse.com
39,"
Monocolor Leather Run Star Hike High Top
			        ",Converse,"
120,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/monocolor-leather-run-star-hike-high-top/170548MP.html?lang=es_ES,converse.com
40,"
Breathable Platform Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/regular/breathable-platform-chuck-taylor-all-star-low-top/570792C_100.html?lang=es_ES,converse.com
41,"
Breathable Platform Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/regular/breathable-platform-chuck-taylor-all-star-low-top/570791C_100.html?lang=es_ES,converse.com
42,"
Ditsy Floral Chuck Taylor All Star High Top
			        ",Converse,"
75,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/ditsy-floral-chuck-taylor-all-star-high-top/171077MP.html?lang=es_ES,converse.com
43,"
Vintage Floral Platform Chuck Taylor All Star Low Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/vintage-floral-platform-chuck-taylor-all-star-low-top/171134MP.html?lang=es_ES,converse.com
44,"
Chuck 70 Archive Print High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-70-archive-print-high-top/165024C.html?lang=es_ES,converse.com
45,"
Stars & Stripes Chuck Taylor All Star High Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/stars-%26-stripes-chuck-taylor-all-star-high-top/170813MP.html?lang=es_ES,converse.com
46,"
Archive Paint Splatter Chuck Taylor All Star High Top
			        ",Converse,"
75,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/archive-paint-splatter-chuck-taylor-all-star-high-top/170806MP.html?lang=es_ES,converse.com
47,"
Archive Paint Splatter Chuck 70 High Top
			        ",Converse,"
95,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/archive-paint-splatter-chuck-70-high-top/170801MP.html?lang=es_ES,converse.com
48,"
Archive Skate Chuck 70 High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/archive-skate-chuck-70-high-top/170923MP.html?lang=es_ES,converse.com
49,"
Custom Wedding Chuck Taylor All Star High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-wedding-chuck-taylor-all-star-high-top/171212CSP21_whitemrs.html?lang=es_ES,converse.com
50,"
Custom Wedding Chuck Taylor All Star High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-wedding-chuck-taylor-all-star-high-top/171212CSP21_bluejm.html?lang=es_ES,converse.com
51,"
Custom Wedding Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-wedding-chuck-taylor-all-star-low-top/171213CSP21_blackido.html?lang=es_ES,converse.com
52,"
Custom Wedding Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-wedding-chuck-taylor-all-star-low-top/171213CSP21_whitemrs.html?lang=es_ES,converse.com
53,"
Chuck Taylor All Star Platform High Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-taylor-all-star-platform-high-top/560845MP.html?lang=es_ES,converse.com
54,"
Chuck Taylor All Star Platform Canvas Low Top
			        ",Converse,"
80,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-taylor-all-star-platform-canvas-low-top/560250MP.html?lang=es_ES,converse.com
55,"
Custom Washed Platform Chuck Taylor All Star High Top
			        ",Converse,"
105,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-washed-platform-chuck-taylor-all-star-high-top/171974CSU21_indigo.html?lang=es_ES,converse.com
56,"
Custom Washed Platform Chuck Taylor All Star High Top
			        ",Converse,"
105,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-washed-platform-chuck-taylor-all-star-high-top/171974CSU21_stormy.html?lang=es_ES,converse.com
57,"
Custom Washed Chuck 70 High Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-washed-chuck-70-high-top/165814CSU21_moss.html?lang=es_ES,converse.com
58,"
Custom Washed Chuck 70 High Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-washed-chuck-70-high-top/165814CSU21_sanddune.html?lang=es_ES,converse.com
59,"
Converse Color Chuck 70 High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-chuck-70-high-top/170090MP.html?lang=es_ES,converse.com
60,"
Converse Color Chuck 70 Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-chuck-70-low-top/170555MP.html?lang=es_ES,converse.com
61,"
Converse Color Chuck 70 High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-chuck-70-high-top/170551MP.html?lang=es_ES,converse.com
62,"
Trek Chuck 70 High Top
			        ",Converse,"
140,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/trek-chuck-70-high-top/171015MP.html?lang=es_ES,converse.com
63,"
Chuck Taylor All Star Platform Smoked Canvas High Top
			        ",Converse,"
120,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-taylor-all-star-platform-smoked-canvas-high-top/563113MP.html?lang=es_ES,converse.com
64,"
Chuck Taylor All Star Platform Metallic Flame Low Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-taylor-all-star-platform-metallic-flame-low-top/563112MP.html?lang=es_ES,converse.com
65,"
Custom Chuck Taylor All Star Platform High Top
			        ",Converse,"
105,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-platform-high-top/171209CSP21Archive_leopardpink.html?lang=es_ES,converse.com
66,"
Custom Chuck Taylor All Star Platform High Top
			        ",Converse,"
105,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-platform-high-top/171209CSP21Archive_zebra.html?lang=es_ES,converse.com
67,"
Custom Chuck Taylor All Star Platform High Top
			        ",Converse,"
105,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-platform-high-top/171209CSP21Archive_zebragreen.html?lang=es_ES,converse.com
68,"
Custom Chuck Taylor All Star Platform High Top
			        ",Converse,"
105,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-platform-high-top/171209CSP21Archive_zebrablack.html?lang=es_ES,converse.com
69,"
Converse Color Run Star Hike High Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-run-star-hike-high-top/171126MP.html?lang=es_ES,converse.com
70,"
Extra High Platform Chuck Taylor All Star High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/extra-high-platform-chuck-taylor-all-star-high-top/170522MP.html?lang=es_ES,converse.com
71,"
Custom Canvas Lugged Chuck Taylor All Star High Top
			        ",Converse,"
105,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-canvas-lugged-chuck-taylor-all-star-high-top/571211CSP21_blankcanvas.html?lang=es_ES,converse.com
72,"
Custom Canvas Lugged Chuck Taylor All Star High Top
			        ",Converse,"
105,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-canvas-lugged-chuck-taylor-all-star-high-top/571211CSP21_dolphin.html?lang=es_ES,converse.com
73,"
Run Star Hike Low Top
			        ",Converse,"
100,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/run-star-hike-low-top/168816MP.html?lang=es_ES,converse.com
74,"
One Star CC Pro Suede Slip
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/one-star-cc-pro-suede-slip/160545C.html?lang=es_ES,converse.com
75,"
Custom Glitter Platform Chuck Taylor All Star High Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-glitter-platform-chuck-taylor-all-star-high-top/570626CSP21_gold.html?lang=es_ES,converse.com
76,"
Custom Glitter Platform Chuck Taylor All Star High Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-glitter-platform-chuck-taylor-all-star-high-top/570626CHO20_pinkgold.html?lang=es_ES,converse.com
77,"
Converse Color Chuck Taylor All Star Low Top
			        ",Converse,"
65,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-chuck-taylor-all-star-low-top/170466MP.html?lang=es_ES,converse.com
78,"
Custom Chuck Taylor All Star Slip
			        ",Converse,"
80,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-slip/171852CSU21_crystal.html?lang=es_ES,converse.com
79,"
Custom Chuck Taylor All Star Slip
			        ",Converse,"
80,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/dyo/custom-chuck-taylor-all-star-slip/171852CSU21_glacial.html?lang=es_ES,converse.com
80,"
Chuck Taylor All Star Lift Smoked Canvas High Top
			        ",Converse,"
120,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-taylor-all-star-lift-smoked-canvas-high-top/569883MP.html?lang=es_ES,converse.com
81,"
Chuck Taylor All Star Lift Smoked Canvas High Top
			        ",Converse,"
120,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-taylor-all-star-lift-smoked-canvas-high-top/569883C.html?lang=es_ES&dwvar_569883C_color=light%20smoke%20in&dwvar_569883C_gender=unisex,converse.com
82,"
Roll Up CTAS Pro
			        ",Converse,"
80,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/roll-up-ctas-pro/170938MP.html?lang=es_ES,converse.com
83,"
All Star Chuck 70 High Top
			        ",Converse,"
95,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/all-star-chuck-70-high-top/170495MP.html?lang=es_ES,converse.com
84,"
Sandalias Floral Print All Star
			        ",Converse,"
30,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/sandalias-floral-print-all-star/570921MP.html?lang=es_ES,converse.com
85,"
Colorblock Chuck 70 High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/colorblock-chuck-70-high-top/570787MP.html?lang=es_ES,converse.com
86,"
Skid Grip CVO Low Top
			        ",Converse,"
75,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/skid-grip-cvo-low-top/170942MP.html?lang=es_ES,converse.com
87,"
Summer Daze Chuck Taylor All Star Crater High Top
			        ",Converse,"
100,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/summer-daze-chuck-taylor-all-star-crater-high-top/170826MP.html?lang=es_ES,converse.com
88,"
Chuck Taylor All Star Dainty Mule
			        ",Converse,"
60,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-taylor-all-star-dainty-mule/570769MP.html?lang=es_ES,converse.com
89,"
Faux Leather Converse Boulevard Low Top
			        ",Converse,"
65,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/faux-leather-converse-boulevard-low-top/170940MP.html?lang=es_ES,converse.com
90,"
Floral Print Chuck 70 Low Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/floral-print-chuck-70-low-top/570916MP.html?lang=es_ES,converse.com
91,"
Converse Color Espadrille Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-espadrille-chuck-taylor-all-star-low-top/570771MP.html?lang=es_ES,converse.com
92,"
Converse Color Chuck Taylor All Star Dainty Mule
			        ",Converse,"
60,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-color-chuck-taylor-all-star-dainty-mule/570922MP.html?lang=es_ES,converse.com
93,"
Floral Print Chuck Taylor All Star High Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/floral-print-chuck-taylor-all-star-high-top/570805MP.html?lang=es_ES,converse.com
94,"
Festival Chuck Taylor All Star High Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/festival-chuck-taylor-all-star-high-top/570973MP.html?lang=es_ES,converse.com
95,"
Sunset Palms Chuck Taylor All Star High Top
			        ",Converse,"
75,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/breathable-chuck-taylor-all-star-high-top/570811MP.html?lang=es_ES,converse.com
96,"
Breathable Chuck Taylor All Star High Top
			        ",Converse,"
75,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/sunset-palms-chuck-taylor-all-star-high-top/171279MP.html?lang=es_ES,converse.com
97,"
Colorblock Chuck 70 Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/colorblock-chuck-70-low-top/570788MP.html?lang=es_ES,converse.com
98,"
Vintage Canvas Chuck 70 Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/vintage-canvas-chuck-70-low-top/164949MP.html?lang=es_ES,converse.com
99,"
Archive Print Chuck Taylor All Star Move High Top
			        ",Converse,"
90,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/archive-print-chuck-taylor-all-star-move-high-top/570974MP.html?lang=es_ES,converse.com
100,"
Alt Exploration UNT1TL3D CS Mid
			        ",Converse,"
80,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/breathable-chuck-taylor-all-star-low-top/570812MP.html?lang=es_ES,converse.com
101,"
Chuck Taylor All Star Platform
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/festival-chuck-taylor-all-star-low-top/570766MP.html?lang=es_ES,converse.com
102,"
Breathable Chuck Taylor All Star Low Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/alt-exploration-unt1tl3d-cs-mid/171927MP.html?lang=es_ES,converse.com
103,"
Festival Chuck Taylor All Star Low Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/all-star-pro-leather-high-top/170494MP.html?lang=es_ES,converse.com
104,"
All Star Pro Leather High Top
			        ",Converse,"
100,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/chuck-taylor-all-star-platform/563970C.html?lang=es_ES,converse.com
105,"
Seasonal Color Chuck Taylor All Star Dainty Mule Slip
			        ",Converse,"
60,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/archive-camo-chuck-taylor-all-star-easy-on-slip-para-mujer/566774C.html?lang=es_ES&dwvar_566774C_color=white%2Fgarnet%2Fnavy&dwvar_566774C_gender=women,converse.com
106,"
Archive Camo Chuck Taylor All Star Easy On Slip para mujer
			        ",Converse,"
60,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/seasonal-color-chuck-taylor-all-star-dainty-mule-slip/567945MP.html?lang=es_ES,converse.com
107,"
Summer Daze Jack Purcell Low Top
			        ",Converse,"
80,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/summer-daze-jack-purcell-low-top/170936MP.html?lang=es_ES,converse.com
108,"
Seasonal Color Jack Purcell Low Top
			        ",Converse,"
75,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/seasonal-color-jack-purcell-low-top/167706MP.html?lang=es_ES,converse.com
109,"
Sunset Palms Chuck Taylor All Star Low Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/pro-leather-low-top/170755MP.html?lang=es_ES,converse.com
110,"
Vintage Canvas Chuck 70 Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/vintage-canvas-chuck-70-low-top/164949C.html?lang=es_ES&dwvar_164949C_color=enamel%20red%2Fegret%2Fblack&dwvar_164949C_gender=unisex,converse.com
111,"
Pro Leather Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/smoke-in-pro-leather-low-top/169120MP.html?lang=es_ES,converse.com
112,"
Smoke In Pro Leather Low Top
			        ",Converse,"
120,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/smoked-pro-leather-low-top/169122MP.html?lang=es_ES,converse.com
113,"
Smoked Pro Leather Low Top
			        ",Converse,"
120,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/heart-of-the-city-louie-lopez-pro-low-top/170432MP.html?lang=es_ES,converse.com
114,"
Heart Of The City Louie Lopez Pro Low Top
			        ",Converse,"
80,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/summer-daze-chuck-taylor-all-star-low-top/170859MP.html?lang=es_ES,converse.com
115,"
Summer Daze Chuck Taylor All Star Low Top
			        ",Converse,"
70,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/sunset-palms-chuck-taylor-all-star-low-top/171299C.html?lang=es_ES,converse.com
116,"
Summer Daze Chuck 70 High Top
			        ",Converse,"
95,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/summer-daze-chuck-70-high-top/170964MP.html?lang=es_ES,converse.com
117,"
Roll Up Louie Lopez Pro
			        ",Converse,"
75,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/roll-up-louie-lopez-pro/170939MP.html?lang=es_ES,converse.com
118,"
Converse G4 Iridescent Low Top
			        ",Converse,"
110,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/converse-g4-iridescent-low-top/170427MP.html?lang=es_ES,converse.com
119,"
Court Daze Pro Leather High Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttps://www.converse.com/es/regular/court-daze-pro-leather-high-top/170751MP.html?lang=es_ES,converse.com
120,"
Trail to Cove Espadrille Chuck Taylor All Star Low Top
			        ",Converse,"
85,00 
",Mujer,https://www.converse.com/eshttp://www.converse.com/es/regular/trail-to-cove-espadrille-chuck-taylor-all-star-low-top/567686C_100.html?lang=es_ES,converse.com
