Tallas
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
39 1/3
"
"
40
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
48
"
"
48 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
39 1/3
"
"
40
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
39 1/3
"
"
40
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
47 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
47 1/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
37 1/3
"
"
38
"
"
39 1/3
"
"
40
"
"
40 2/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44 2/3
"
"
46
"
"
47 1/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
47 1/3
"
"
48
"
"
39 1/3
"
"
40
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
45 1/3
"
"
46
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46 2/3
"
"
39 1/3
"
"
40
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
48
"
"
40
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
40
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
47 1/3
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
47 1/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40
"
"
41 1/3
"
"
42
"
"
43 1/3
"
"
44
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41
"
"
42
"
"
42,5
"
"
43
"
"
44
"
"
44,5
"
"
45
"
"
45,5
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
38
"
"
39
"
"
40 2/3
"
"
42
"
"
43
"
"
44 2/3
"
"
46
"
"
41
"
"
42
"
"
42,5
"
"
43
"
"
44
"
"
44,5
"
"
45
"
"
45,5
"
"
36
"
"
38
"
"
39
"
"
40 2/3
"
"
42
"
"
43
"
"
44 2/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
39 1/3
"
"
40
"
"
40,5
"
"
41
"
"
42
"
"
42,5
"
"
43
"
"
44
"
"
44,5
"
"
45
"
"
45,5
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
36
"
"
38
"
"
39
"
"
40,5
"
"
42
"
"
43
"
"
44,5
"
"
45,5
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
46 2/3
"
"
36
"
"
38
"
"
39
"
"
40 2/3
"
"
42
"
"
43
"
"
44 2/3
"
"
46
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
40 2/3
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
"
43 1/3
"
"
44
"
"
44 2/3
"
"
45 1/3
"
"
46
"
"
41 1/3
"
"
42
"
"
42 2/3
"
