Tallas
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
18
"
"
19
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
18
"
"
19
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
38 2/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29
"
"
30 1/2
"
"
31 1/2
"
"
32
"
"
33
"
"
34
"
"
35 1/2
"
"
36 2/3
"
"
37 1/3
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
28 1/2
"
"
29
"
"
30
"
"
31
"
"
31 1/2
"
"
32
"
"
32 1/2
"
"
33
"
"
34
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
3-
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
39 1/3
"
"
3-
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
3-
"
"
35
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
36
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
4
"
"
5
"
"
6
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
28-
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
39 1/3
"
"
40
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
39 1/3
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
33
"
"
34
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
39 1/3
"
"
40
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
39 1/3
"
"
40
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
30
"
"
31
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
4
"
"
5
"
"
34
"
"
35
"
"
3-
"
"
4-
"
"
18
"
"
19
"
"
20
"
"
21
"
"
23
"
"
25
"
"
25 1/2
"
"
26 1/2
"
"
28
"
"
28 1/2
"
"
29
"
"
30
"
"
30 1/2
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29
"
"
30
"
"
30 1/2
"
"
31
"
"
32
"
"
32 1/2
"
"
33
"
"
34
"
"
35
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
20
"
"
21
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
19
"
"
20
"
"
21
"
"
23
"
"
24
"
"
25
"
"
25 1/2
"
"
26
"
"
26 1/2
"
"
27
"
"
19
"
"
22
"
"
24
"
"
25 1/2
"
"
26 1/2
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
33
"
"
34
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 2/3
"
"
37 1/3
"
"
38
"
"
38 2/3
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
34
"
"
35
"
"
36 2/3
"
"
38
"
"
39 1/3
"
"
19
"
"
20
"
"
21
"
"
22
"
"
23
"
"
23 1/2
"
"
24
"
"
25
"
"
26
"
"
27
"
"
30/1
"
"
32/3
"
"
34/5
"
"
35,5
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
39
"
"
40
"
"
34
"
"
35
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
39
"
"
40
"
"
34
"
"
35
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
27 1/2
"
"
28
"
"
28 1/2
"
"
29 1/2
"
"
30
"
"
31
"
"
31 1/2
"
"
36
"
"
36 1/2
"
"
37 1/2
"
"
38
"
"
38 1/2
"
"
34
"
"
35
"
"
35.5
"
"
36
"
"
36.5
"
"
37.5
"
"
38
"
"
38.5
"
"
35,5
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
39
"
"
40
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36 1/2
"
"
37 1/2
"
"
38
"
"
38 1/2
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
21
"
"
22
"
"
23,5
"
"
25
"
"
26
"
"
27
"
"
2Y
"
"
3Y
"
"
4Y
"
"
5Y
"
"
6Y
"
"
2.5Y
"
"
3.5Y
"
"
4.5Y
"
"
5.5Y
"
"
35,5
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
18 1/2
"
"
19 1/2
"
"
21
"
"
22
"
"
23 1/2
"
"
25
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
39
"
"
40
"
"
36
"
"
36 1/2
"
"
37,5
"
"
38
"
"
38 1/2
"
"
39
"
"
40
"
"
36
"
"
37,5
"
"
38
"
"
38,5
"
"
11C
"
"
12C
"
"
13C
"
"
10.5C
"
"
11.5C
"
"
12.5C
"
"
13.5C
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
35,5
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
39
"
"
40
"
"
1Y
"
"
3Y
"
"
11C
"
"
12C
"
"
13C
"
"
1.5Y
"
"
12.5C
"
"
2.5Y
"
"
35 1/2
"
"
36 1/2
"
"
38 1/2
"
"
4Y
"
"
5Y
"
"
7Y
"
"
5.5Y
"
"
6.5Y
"
"
35,5
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
39
"
"
40
"
"
2Y
"
"
3Y
"
"
4Y
"
"
5Y
"
"
6Y
"
"
2.5Y
"
"
3.5Y
"
"
4.5Y
"
"
5.5Y
"
"
18 1/2
"
"
19 1/2
"
"
21
"
"
22
"
"
23 1/2
"
"
25
"
"
28
"
"
28,5
"
"
29,5
"
"
30
"
"
31
"
"
31,5
"
"
32
"
"
33
"
"
33,5
"
"
34
"
"
35
"
"
11C
"
"
12C
"
"
13C
"
"
10.5C
"
"
11.5C
"
"
12.5C
"
"
13.5C
"
"
2Y
"
"
3Y
"
"
4Y
"
"
5Y
"
"
6Y
"
"
2.5Y
"
"
3.5Y
"
"
4.5Y
"
"
5.5Y
"
"
35,5
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
39
"
"
40
"
"
34
"
"
35
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
2Y
"
"
35 1/2
"
"
36 1/2
"
"
37 1/2
"
"
38
"
"
38 1/2
"
"
39
"
"
40
"
"
17
"
"
18 1/2
"
"
19 1/2
"
"
21
"
"
22
"
"
23 1/2
"
"
25
"
"
26
"
"
27
"
"
4Y
"
"
5Y
"
"
6Y
"
"
4.5Y
"
"
5.5Y
"
"
21
"
"
22
"
"
23,5
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29½
"
"
31
"
"
32
"
"
33½
"
"
35
"
"
36
"
"
37½
"
"
38½
"
"
40
"
"
23 1/2
"
"
25
"
"
26
"
"
27
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
39
"
"
40
"
"
35,5
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
39
"
"
40
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
33 1/2
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 1/2
"
"
37 1/2
"
"
38
"
"
38 1/2
"
"
29 1/2
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
39
"
"
40
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
39
"
"
40
"
"
29 1/2
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
33 1/2
"
"
34
"
"
35
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
29 1/2
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
33½
"
"
34
"
"
35
"
"
35½
"
"
36
"
"
36½
"
"
37½
"
"
38
"
"
38½
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
39
"
"
40
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
39
"
"
40
"
"
29 1/2
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
22
"
"
23 1/2
"
"
25
"
"
26
"
"
27
"
"
36
"
"
36 1/2
"
"
37 1/2
"
"
38
"
"
39
"
"
40
"
"
29 1/2
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
4Y
"
"
5Y
"
"
7Y
"
"
5.5Y
"
"
6.5Y
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
39
"
"
40
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
38,5
"
"
33 1/2
"
"
34
"
"
35
"
"
35 1/2
"
"
36
"
"
36 1/2
"
"
37 1/2
"
"
38
"
"
38 1/2
"
"
29 1/2
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
22
"
"
23 1/2
"
"
25
"
"
26
"
"
27
"
"
29 1/2
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
36,5
"
"
37,5
"
"
38
"
"
39
"
"
40
"
"
29,5
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35
"
"
36
"
"
36 1/2
"
"
37 1/2
"
"
38
"
"
39
"
"
40
"
"
27
"
"
28 1/2
"
"
30
"
"
31 1/2
"
"
32 1/2
"
"
33
"
"
33 1/2
"
"
34 1/2
"
"
35
"
"
35
"
"
35 1/2
"
"
36
"
"
37
"
"
37 1/2
"
"
38
"
"
39
"
"
39 1/2
"
"
40
"
"
27
"
"
28 1/2
"
"
30
"
"
31 1/2
"
"
32 1/2
"
"
33
"
"
33 1/2
"
"
34 1/2
"
"
35
"
"
27
"
"
28 1/2
"
"
30
"
"
31 1/2
"
"
32 1/2
"
"
33
"
"
33 1/2
"
"
34 1/2
"
"
35
"
"
32 1/2
"
"
33
"
"
33 1/2
"
"
34 1/2
"
"
35
"
"
35½
"
"
36
"
"
37
"
"
37½
"
"
38
"
"
39
"
"
39,5
"
"
40
"
"
30
"
"
31 1/2
"
"
32 1/2
"
"
33
"
"
33 1/2
"
"
34 1/2
"
"
35
"
"
35
"
"
35,5
"
"
36
"
"
37
"
"
37,5
"
"
38
"
"
39
"
"
27
"
"
28 1/2
"
"
30
"
"
31 1/2
"
"
32 1/2
"
"
33
"
"
33 1/2
"
"
34 1/2
"
"
35
"
"
35
"
"
35,5
"
"
36
"
"
37
"
"
37,5
"
"
38
"
"
39
"
"
30
"
"
31 1/2
"
"
32 1/2
"
"
33
"
"
33 1/2
"
"
34 1/2
"
"
35
"
"
35
"
"
35½
"
"
36
"
"
37
"
"
37½
"
"
38
"
"
39
"
"
39½
"
"
40
"
"
27
"
"
28 1/2
"
"
30
"
"
31 1/2
"
"
32 1/2
"
"
33
"
"
35
"
"
35 1/2
"
"
36
"
"
37
"
"
37 1/2
"
"
38
"
"
39
"
"
39 1/2
"
"
40
"
"
35
"
"
35 1/2
"
"
36
"
