Tallas
"
37
"
"
37 1/2
"
"
38
"
"
39
"
"
39 1/2
"
"
40
"
"
27
"
"
28 1/2
"
"
30
"
"
31 1/2
"
"
32 1/2
"
"
33
"
"
33 1/2
"
"
34 1/2
"
"
35
"
"
35
"
"
35 1/2
"
"
36
"
"
37
"
"
37 1/2
"
"
38
"
"
39
"
"
39 1/2
"
"
40
"
"
36
"
"
36 1/2
"
"
37
"
"
38
"
"
38 1/2
"
"
39
"
"
40
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
27
"
"
28
"
"
28.5
"
"
29
"
"
30
"
"
31
"
"
31.5
"
"
32
"
"
33
"
"
33.5
"
"
34
"
"
35
"
"
18
"
"
19
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
18
"
"
19
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
18
"
"
19
"
"
20
"
"
21
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
28,5
"
"
29
"
"
30
"
"
31
"
"
31,5
"
"
32
"
"
33
"
"
33,5
"
"
34
"
"
35
"
"
27
"
"
28
"
"
28.5
"
"
29
"
"
30
"
"
31
"
"
31.5
"
"
32
"
"
33
"
"
33.5
"
"
34
"
"
35
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
28
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
28
"
"
30
"
"
32
"
"
33
"
"
34
"
"
35
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
22
"
"
23
"
"
24
"
"
25
"
"
26
"
"
27
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
"
37
"
"
38
"
"
39
"
"
28
"
"
29
"
"
30
"
"
31
"
"
32
"
"
33
"
"
34
"
"
35
"
"
36
"
